(0, 1, 2, 3, 4, 5, 8, 9, 12, 13, 6, 7, 10, 11, 14, 15): [[243, 818, 689], [345, 440, 10]]
(0, 4, 8, 1, 12, 2, 5, 9, 3, 6, 10, 13, 14, 7, 11, 15): [[982, 593, 557], [735, 910, 682]]
(0, 1, 4, 5, 8, 9, 12, 13, 2, 3, 6, 7, 10, 11, 14, 15): [[888, 227, 126], [457, 974, 24]]
(0, 4, 8, 1, 2, 12, 5, 3, 9, 6, 10, 13, 7, 14, 11, 15): [[814, 525, 394], [620, 625, 421]]
(0, 1, 2, 3, 4, 5, 6, 8, 7, 9, 12, 10, 13, 11, 14, 15): [[5, 803, 380], [951, 970, 425]]
(0, 4, 1, 5, 8, 12, 2, 6, 3, 7, 9, 13, 10, 14, 11, 15): [[933, 767, 36], [823, 740, 373]]
(0, 4, 8, 1, 12, 5, 9, 13, 2, 3, 6, 10, 7, 11, 14, 15): [[998, 737, 672], [102, 614, 120]]
(0, 4, 8, 12, 1, 2, 5, 6, 3, 9, 10, 13, 7, 14, 11, 15): [[675, 813, 433], [159, 996, 800]]
(0, 4, 1, 8, 5, 12, 2, 3, 9, 6, 13, 7, 10, 11, 14, 15): [[779, 980, 447], [336, 663, 239]]
(0, 4, 1, 5, 8, 12, 2, 9, 3, 13, 6, 7, 10, 14, 11, 15): [[412, 484, 63], [502, 745, 93]]
(0, 1, 4, 2, 5, 3, 8, 9, 12, 13, 6, 7, 10, 11, 14, 15): [[494, 892, 588], [352, 552, 64]]
(0, 4, 8, 12, 1, 5, 9, 13, 2, 3, 6, 7, 10, 11, 14, 15): [[241, 383, 78], [16, 993, 38]]
(0, 4, 1, 8, 12, 2, 5, 6, 3, 7, 9, 13, 10, 14, 11, 15): [[399, 814, 93], [340, 773, 660]]
(0, 1, 2, 3, 4, 5, 8, 9, 6, 7, 10, 11, 12, 13, 14, 15): [[173, 480, 458], [969, 293, 9]]
(0, 1, 2, 3, 4, 8, 5, 9, 12, 6, 10, 7, 13, 11, 14, 15): [[466, 997, 916], [720, 766, 358]]
(0, 4, 8, 12, 1, 5, 2, 6, 9, 13, 10, 3, 14, 7, 11, 15): [[545, 341, 55], [4, 93, 68]]
(0, 1, 4, 2, 3, 5, 6, 7, 8, 12, 9, 13, 10, 14, 11, 15): [[113, 994, 158], [455, 931, 224]]
(0, 4, 8, 12, 1, 2, 5, 6, 3, 9, 10, 13, 14, 7, 11, 15): [[530, 350, 205], [416, 538, 491]]
(0, 4, 8, 12, 1, 5, 9, 13, 2, 3, 6, 7, 10, 14, 11, 15): [[373, 469, 83], [4, 756, 77]]
(0, 4, 8, 12, 1, 5, 9, 13, 2, 6, 10, 14, 3, 7, 11, 15): [[457, 28, 25], [596, 741, 362]]
(0, 4, 1, 8, 12, 5, 2, 9, 3, 13, 6, 7, 10, 14, 11, 15): [[886, 815, 303], [270, 525, 195]]
(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15): [[577, 595, 321], [622, 112, 7]]
(0, 1, 2, 4, 3, 5, 6, 8, 7, 12, 9, 10, 13, 11, 14, 15): [[403, 640, 287], [498, 198, 157]]
(0, 1, 4, 8, 5, 12, 9, 2, 13, 3, 6, 10, 7, 11, 14, 15): [[473, 412, 345], [323, 760, 127]]
(0, 1, 2, 4, 3, 8, 5, 6, 12, 9, 10, 7, 13, 11, 14, 15): [[608, 996, 618], [621, 486, 348]]
(0, 1, 2, 3, 4, 8, 5, 9, 6, 12, 10, 7, 11, 13, 14, 15): [[483, 913, 793], [671, 467, 251]]
(0, 1, 4, 5, 2, 8, 3, 9, 12, 6, 13, 7, 10, 11, 14, 15): [[118, 183, 76], [360, 504, 85]]
(0, 1, 4, 2, 3, 8, 5, 9, 12, 13, 6, 7, 10, 11, 14, 15): [[157, 401, 296], [249, 496, 108]]
(0, 1, 4, 5, 2, 3, 6, 7, 8, 12, 9, 13, 10, 14, 11, 15): [[143, 617, 56], [617, 667, 196]]
(0, 4, 8, 1, 12, 2, 3, 5, 6, 9, 10, 13, 14, 7, 11, 15): [[750, 586, 494], [589, 858, 843]]
(0, 4, 8, 12, 1, 2, 5, 9, 3, 6, 13, 10, 7, 14, 11, 15): [[942, 892, 645], [315, 997, 539]]
(0, 4, 1, 2, 5, 8, 6, 12, 3, 7, 9, 10, 13, 14, 11, 15): [[677, 564, 144], [618, 350, 298]]
(0, 4, 8, 12, 1, 5, 9, 13, 2, 6, 10, 3, 14, 7, 11, 15): [[902, 289, 271], [68, 950, 537]]
(0, 1, 2, 4, 3, 8, 5, 6, 12, 9, 10, 7, 11, 13, 14, 15): [[766, 983, 743], [645, 398, 396]]
(0, 4, 8, 12, 1, 5, 9, 2, 13, 3, 6, 10, 7, 14, 11, 15): [[744, 632, 302], [121, 993, 404]]
(0, 4, 8, 12, 1, 2, 5, 6, 3, 9, 10, 7, 13, 14, 11, 15): [[964, 880, 212], [374, 889, 830]]
(0, 4, 8, 12, 1, 2, 5, 3, 9, 6, 10, 13, 7, 14, 11, 15): [[773, 821, 518], [357, 949, 694]]
(0, 1, 4, 5, 8, 2, 3, 9, 12, 13, 6, 7, 10, 11, 14, 15): [[966, 886, 504], [799, 787, 123]]
(0, 4, 8, 1, 12, 2, 5, 9, 3, 13, 6, 10, 7, 11, 14, 15): [[880, 296, 267], [913, 693, 331]]
(0, 4, 1, 5, 2, 6, 3, 7, 8, 12, 9, 13, 10, 14, 11, 15): [[546, 841, 22], [901, 681, 265]]
(0, 4, 8, 12, 1, 5, 9, 13, 2, 3, 6, 10, 7, 11, 14, 15): [[900, 595, 380], [144, 860, 239]]
(0, 4, 8, 1, 2, 12, 5, 6, 3, 9, 10, 7, 13, 14, 11, 15): [[928, 864, 420], [558, 748, 716]]
(0, 4, 1, 2, 8, 12, 3, 5, 6, 7, 9, 13, 10, 14, 11, 15): [[156, 950, 200], [82, 422, 341]]
(0, 1, 4, 8, 5, 2, 9, 12, 3, 13, 6, 10, 7, 11, 14, 15): [[837, 551, 397], [721, 717, 184]]
(0, 1, 4, 8, 5, 9, 2, 3, 12, 13, 6, 7, 10, 11, 14, 15): [[368, 508, 468], [404, 862, 28]]
(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 10, 13, 11, 14, 15): [[964, 766, 208], [694, 89, 42]]
(0, 4, 8, 1, 12, 2, 5, 6, 3, 7, 9, 10, 13, 14, 11, 15): [[842, 794, 101], [886, 950, 858]]
(0, 4, 8, 1, 12, 5, 2, 9, 3, 6, 13, 7, 10, 14, 11, 15): [[797, 724, 300], [395, 834, 404]]
(0, 4, 1, 5, 2, 8, 6, 12, 3, 7, 9, 13, 10, 14, 11, 15): [[349, 585, 23], [533, 820, 540]]
(0, 1, 2, 3, 4, 8, 5, 6, 9, 10, 7, 12, 11, 13, 14, 15): [[407, 804, 645], [689, 235, 230]]
(0, 4, 8, 12, 1, 2, 5, 6, 9, 10, 13, 14, 3, 7, 11, 15): [[789, 344, 113], [492, 996, 967]]
(0, 1, 2, 3, 4, 8, 12, 5, 6, 9, 10, 7, 11, 13, 14, 15): [[211, 950, 819], [250, 240, 232]]
(0, 4, 1, 5, 8, 12, 9, 13, 2, 6, 3, 7, 10, 14, 11, 15): [[267, 175, 13], [170, 663, 97]]
(0, 4, 1, 2, 8, 3, 12, 5, 6, 7, 9, 10, 13, 14, 11, 15): [[373, 872, 308], [460, 766, 661]]
(0, 1, 2, 4, 3, 8, 12, 5, 6, 9, 10, 7, 13, 14, 11, 15): [[114, 559, 357], [135, 268, 219]]
(0, 4, 1, 8, 2, 12, 3, 5, 9, 6, 10, 13, 7, 11, 14, 15): [[539, 417, 379], [368, 372, 279]]
(0, 4, 8, 12, 1, 2, 5, 9, 3, 13, 6, 10, 7, 11, 14, 15): [[722, 992, 954], [69, 801, 453]]
(0, 4, 8, 12, 1, 5, 2, 6, 9, 13, 3, 7, 10, 14, 11, 15): [[364, 680, 69], [58, 913, 358]]
(0, 1, 2, 3, 4, 8, 5, 9, 6, 12, 7, 10, 13, 11, 14, 15): [[35, 529, 439], [660, 669, 165]]
(0, 1, 2, 3, 4, 8, 12, 5, 9, 6, 10, 13, 7, 11, 14, 15): [[37, 974, 950], [60, 415, 196]]
(0, 4, 8, 1, 12, 2, 5, 3, 6, 9, 10, 7, 13, 14, 11, 15): [[494, 760, 330], [408, 992, 842]]
(0, 4, 8, 12, 1, 5, 9, 13, 2, 6, 3, 7, 10, 14, 11, 15): [[926, 463, 18], [128, 579, 259]]
(0, 1, 2, 4, 3, 5, 6, 8, 7, 12, 9, 10, 13, 14, 11, 15): [[277, 920, 270], [967, 800, 500]]
(0, 4, 8, 12, 1, 2, 5, 6, 9, 10, 3, 13, 14, 7, 11, 15): [[594, 354, 178], [431, 983, 844]]
(0, 1, 2, 3, 4, 8, 12, 5, 6, 9, 10, 7, 13, 11, 14, 15): [[42, 928, 594], [82, 461, 325]]
(0, 4, 1, 8, 2, 12, 5, 3, 9, 6, 10, 13, 7, 11, 14, 15): [[803, 909, 712], [467, 871, 501]]
(0, 1, 4, 5, 2, 3, 8, 9, 12, 6, 7, 13, 10, 11, 14, 15): [[794, 645, 77], [830, 622, 43]]
(0, 4, 8, 12, 1, 2, 5, 3, 6, 9, 10, 13, 7, 14, 11, 15): [[485, 738, 385], [34, 738, 577]]
(0, 1, 4, 8, 2, 12, 3, 5, 9, 6, 13, 10, 7, 11, 14, 15): [[155, 475, 341], [191, 701, 336]]
(0, 4, 8, 1, 2, 12, 3, 5, 6, 9, 10, 7, 13, 14, 11, 15): [[163, 948, 909], [70, 449, 443]]
(0, 1, 4, 2, 3, 5, 6, 7, 8, 12, 9, 13, 10, 11, 14, 15): [[260, 984, 248], [146, 162, 40]]
(0, 1, 2, 3, 4, 8, 5, 9, 6, 12, 7, 10, 11, 13, 14, 15): [[459, 687, 512], [852, 442, 189]]
(0, 1, 2, 3, 4, 8, 12, 5, 6, 9, 7, 10, 13, 11, 14, 15): [[140, 960, 581], [382, 811, 557]]
(0, 1, 2, 3, 4, 8, 5, 12, 9, 6, 7, 13, 10, 11, 14, 15): [[87, 833, 523], [238, 553, 213]]
(0, 1, 4, 5, 2, 8, 3, 9, 12, 13, 6, 7, 10, 11, 14, 15): [[719, 794, 425], [445, 433, 63]]
(0, 1, 2, 4, 8, 3, 5, 9, 12, 6, 10, 13, 7, 11, 14, 15): [[722, 640, 567], [834, 580, 250]]
(0, 1, 2, 3, 4, 8, 5, 6, 12, 9, 10, 7, 11, 13, 14, 15): [[267, 777, 740], [783, 598, 575]]
(0, 1, 4, 2, 8, 3, 5, 12, 6, 9, 10, 7, 13, 14, 11, 15): [[764, 804, 483], [748, 650, 465]]
(0, 4, 1, 2, 8, 3, 5, 6, 12, 7, 9, 10, 13, 14, 11, 15): [[429, 653, 234], [645, 599, 492]]
(0, 1, 2, 4, 3, 5, 6, 7, 8, 12, 9, 13, 10, 14, 11, 15): [[292, 857, 117], [477, 147, 80]]
(0, 4, 8, 12, 1, 5, 2, 6, 3, 7, 9, 13, 10, 14, 11, 15): [[994, 911, 18], [352, 700, 445]]
(0, 4, 1, 8, 12, 2, 5, 3, 9, 6, 13, 7, 10, 14, 11, 15): [[309, 887, 382], [139, 823, 311]]
(0, 4, 1, 5, 8, 2, 12, 6, 3, 7, 9, 13, 10, 14, 11, 15): [[765, 833, 68], [438, 513, 129]]
(0, 1, 4, 8, 12, 5, 9, 2, 3, 13, 6, 10, 7, 11, 14, 15): [[876, 505, 473], [424, 510, 162]]
(0, 1, 2, 4, 8, 3, 12, 5, 6, 9, 10, 7, 13, 11, 14, 15): [[382, 802, 638], [642, 995, 786]]
(0, 1, 2, 3, 4, 5, 8, 6, 7, 9, 12, 13, 10, 11, 14, 15): [[39, 899, 453], [583, 605, 170]]
(0, 1, 4, 5, 8, 12, 9, 13, 2, 3, 6, 7, 10, 11, 14, 15): [[179, 828, 146], [67, 755, 13]]
(0, 1, 2, 3, 4, 8, 12, 5, 9, 6, 10, 7, 13, 11, 14, 15): [[177, 979, 886], [223, 591, 499]]
(0, 4, 1, 8, 2, 12, 3, 5, 9, 6, 13, 7, 10, 11, 14, 15): [[122, 414, 241], [177, 907, 355]]
(0, 4, 8, 1, 12, 2, 5, 3, 6, 7, 9, 10, 13, 14, 11, 15): [[361, 993, 324], [159, 608, 469]]
(0, 4, 8, 1, 12, 5, 2, 9, 3, 13, 6, 10, 7, 11, 14, 15): [[454, 177, 173], [900, 879, 380]]
(0, 4, 8, 12, 1, 2, 5, 3, 6, 9, 10, 13, 14, 7, 11, 15): [[799, 876, 650], [326, 940, 786]]
(0, 4, 1, 8, 2, 12, 3, 5, 6, 9, 10, 13, 7, 14, 11, 15): [[348, 765, 528], [363, 877, 628]]
(0, 4, 8, 1, 2, 12, 5, 6, 3, 7, 9, 10, 13, 14, 11, 15): [[988, 984, 286], [755, 779, 769]]
(0, 1, 4, 2, 8, 3, 5, 12, 9, 6, 10, 13, 7, 11, 14, 15): [[728, 777, 671], [665, 623, 325]]
(0, 4, 8, 12, 1, 2, 3, 5, 6, 9, 10, 7, 13, 14, 11, 15): [[253, 539, 273], [198, 872, 860]]
(0, 4, 8, 1, 2, 12, 3, 5, 6, 9, 10, 13, 14, 7, 11, 15): [[790, 462, 388], [819, 682, 609]]
(0, 4, 1, 2, 5, 8, 3, 12, 6, 9, 7, 13, 10, 14, 11, 15): [[848, 666, 251], [736, 451, 229]]
(0, 4, 8, 12, 1, 5, 9, 2, 13, 6, 10, 3, 14, 7, 11, 15): [[891, 339, 193], [161, 407, 229]]
(0, 1, 4, 2, 8, 3, 5, 12, 6, 9, 7, 10, 13, 14, 11, 15): [[705, 692, 357], [822, 536, 351]]
(0, 1, 4, 2, 3, 5, 6, 7, 8, 9, 12, 13, 10, 11, 14, 15): [[187, 635, 173], [883, 947, 167]]
