[0, 1, 4, 2, 5, 3, 8, 9, 12, 6, 13, 7, 10, 11, 14, 15]
[0, 1, 4, 2, 5, 3, 8, 9, 12, 13, 6, 7, 10, 11, 14, 15]
[0, 1, 4, 2, 5, 3, 8, 12, 6, 9, 13, 7, 10, 14, 11, 15]
[0, 1, 4, 2, 5, 3, 8, 12, 9, 6, 13, 7, 10, 14, 11, 15]
[0, 1, 4, 2, 5, 3, 8, 12, 9, 13, 6, 7, 10, 14, 11, 15]
[0, 1, 4, 2, 5, 8, 3, 9, 12, 6, 13, 7, 10, 11, 14, 15]
[0, 1, 4, 2, 5, 8, 3, 9, 12, 13, 6, 7, 10, 11, 14, 15]
[0, 1, 4, 2, 5, 8, 3, 12, 6, 9, 13, 7, 10, 14, 11, 15]
[0, 1, 4, 2, 5, 8, 3, 12, 9, 6, 13, 7, 10, 14, 11, 15]
[0, 1, 4, 2, 5, 8, 3, 12, 9, 13, 6, 7, 10, 14, 11, 15]
[0, 1, 4, 2, 5, 8, 12, 3, 6, 9, 13, 7, 10, 14, 11, 15]
[0, 1, 4, 2, 5, 8, 12, 3, 9, 6, 13, 7, 10, 14, 11, 15]
[0, 1, 4, 2, 5, 8, 12, 3, 9, 13, 6, 7, 10, 14, 11, 15]
[0, 1, 4, 2, 8, 5, 3, 9, 12, 6, 10, 13, 7, 11, 14, 15]
[0, 1, 4, 2, 8, 5, 3, 9, 12, 6, 13, 10, 7, 11, 14, 15]
[0, 1, 4, 2, 8, 5, 3, 9, 12, 13, 6, 10, 7, 11, 14, 15]
[0, 1, 4, 2, 8, 5, 3, 12, 6, 9, 10, 13, 7, 14, 11, 15]
[0, 1, 4, 2, 8, 5, 3, 12, 6, 9, 13, 10, 7, 14, 11, 15]
[0, 1, 4, 2, 8, 5, 3, 12, 9, 6, 10, 13, 7, 14, 11, 15]
[0, 1, 4, 2, 8, 5, 3, 12, 9, 6, 13, 10, 7, 14, 11, 15]
[0, 1, 4, 2, 8, 5, 3, 12, 9, 13, 6, 10, 7, 14, 11, 15]
[0, 1, 4, 2, 8, 5, 12, 3, 6, 9, 10, 13, 7, 14, 11, 15]
[0, 1, 4, 2, 8, 5, 12, 3, 6, 9, 13, 10, 7, 14, 11, 15]
[0, 1, 4, 2, 8, 5, 12, 3, 9, 6, 10, 13, 7, 14, 11, 15]
[0, 1, 4, 2, 8, 5, 12, 3, 9, 6, 13, 10, 7, 14, 11, 15]
[0, 1, 4, 2, 8, 5, 12, 3, 9, 13, 6, 10, 7, 14, 11, 15]
[0, 1, 4, 2, 8, 12, 5, 3, 6, 9, 10, 13, 14, 7, 11, 15]
[0, 1, 4, 2, 8, 12, 5, 3, 6, 9, 13, 10, 14, 7, 11, 15]
[0, 1, 4, 2, 8, 12, 5, 3, 9, 6, 10, 13, 14, 7, 11, 15]
[0, 1, 4, 2, 8, 12, 5, 3, 9, 6, 13, 10, 14, 7, 11, 15]
[0, 1, 4, 2, 8, 12, 5, 3, 9, 13, 6, 10, 14, 7, 11, 15]
[0, 1, 4, 5, 2, 3, 8, 9, 12, 6, 13, 7, 10, 11, 14, 15]
[0, 1, 4, 5, 2, 3, 8, 9, 12, 13, 6, 7, 10, 11, 14, 15]
[0, 1, 4, 5, 2, 3, 8, 12, 6, 9, 13, 7, 10, 14, 11, 15]
[0, 1, 4, 5, 2, 3, 8, 12, 9, 6, 13, 7, 10, 14, 11, 15]
[0, 1, 4, 5, 2, 3, 8, 12, 9, 13, 6, 7, 10, 14, 11, 15]
[0, 1, 4, 5, 2, 8, 3, 9, 12, 6, 13, 7, 10, 11, 14, 15]
[0, 1, 4, 5, 2, 8, 3, 9, 12, 13, 6, 7, 10, 11, 14, 15]
[0, 1, 4, 5, 2, 8, 3, 12, 6, 9, 13, 7, 10, 14, 11, 15]
[0, 1, 4, 5, 2, 8, 3, 12, 9, 6, 13, 7, 10, 14, 11, 15]
[0, 1, 4, 5, 2, 8, 3, 12, 9, 13, 6, 7, 10, 14, 11, 15]
[0, 1, 4, 5, 2, 8, 12, 3, 6, 9, 13, 7, 10, 14, 11, 15]
[0, 1, 4, 5, 2, 8, 12, 3, 9, 6, 13, 7, 10, 14, 11, 15]
[0, 1, 4, 5, 2, 8, 12, 3, 9, 13, 6, 7, 10, 14, 11, 15]
[0, 4, 1, 2, 5, 8, 12, 6, 3, 9, 13, 7, 10, 14, 11, 15]
[0, 4, 1, 2, 8, 5, 12, 6, 3, 9, 10, 13, 7, 14, 11, 15]
[0, 4, 1, 2, 8, 5, 12, 6, 3, 9, 13, 10, 7, 14, 11, 15]
[0, 4, 1, 2, 8, 12, 5, 6, 3, 9, 10, 13, 14, 7, 11, 15]
[0, 4, 1, 2, 8, 12, 5, 6, 3, 9, 13, 10, 14, 7, 11, 15]
[0, 4, 1, 5, 2, 8, 12, 6, 3, 9, 13, 7, 10, 14, 11, 15]
