[0, 1, 4, 5, 8, 2, 3, 9, 12, 6, 7, 13, 10, 11, 14, 15]
[0, 1, 4, 5, 8, 2, 3, 9, 12, 6, 13, 7, 10, 11, 14, 15]
[0, 1, 4, 5, 8, 2, 3, 9, 12, 13, 6, 7, 10, 11, 14, 15]
[0, 1, 4, 5, 8, 2, 3, 12, 9, 6, 7, 13, 10, 11, 14, 15]
[0, 1, 4, 5, 8, 2, 3, 12, 9, 6, 13, 7, 10, 11, 14, 15]
[0, 1, 4, 5, 8, 2, 3, 12, 9, 13, 6, 7, 10, 11, 14, 15]
[0, 1, 4, 5, 8, 2, 9, 3, 12, 6, 13, 7, 10, 11, 14, 15]
[0, 1, 4, 5, 8, 2, 9, 3, 12, 13, 6, 7, 10, 11, 14, 15]
[0, 1, 4, 5, 8, 2, 9, 12, 3, 6, 13, 7, 10, 11, 14, 15]
[0, 1, 4, 5, 8, 2, 9, 12, 3, 13, 6, 7, 10, 11, 14, 15]
[0, 1, 4, 5, 8, 2, 12, 3, 9, 6, 13, 7, 10, 11, 14, 15]
[0, 1, 4, 5, 8, 2, 12, 3, 9, 6, 13, 7, 10, 14, 11, 15]
[0, 1, 4, 5, 8, 2, 12, 3, 9, 13, 6, 7, 10, 11, 14, 15]
[0, 1, 4, 5, 8, 2, 12, 3, 9, 13, 6, 7, 10, 14, 11, 15]
[0, 1, 4, 5, 8, 2, 12, 9, 3, 6, 13, 7, 10, 11, 14, 15]
[0, 1, 4, 5, 8, 2, 12, 9, 3, 6, 13, 7, 10, 14, 11, 15]
[0, 1, 4, 5, 8, 2, 12, 9, 3, 13, 6, 7, 10, 11, 14, 15]
[0, 1, 4, 5, 8, 2, 12, 9, 3, 13, 6, 7, 10, 14, 11, 15]
[0, 1, 4, 5, 8, 9, 2, 3, 12, 13, 6, 7, 10, 11, 14, 15]
[0, 1, 4, 5, 8, 9, 2, 12, 3, 13, 6, 7, 10, 11, 14, 15]
[0, 1, 4, 8, 2, 3, 5, 9, 12, 6, 7, 10, 11, 13, 14, 15]
[0, 1, 4, 8, 2, 3, 5, 9, 12, 6, 7, 10, 13, 11, 14, 15]
[0, 1, 4, 8, 2, 3, 5, 9, 12, 6, 7, 13, 10, 11, 14, 15]
[0, 1, 4, 8, 2, 3, 5, 9, 12, 6, 10, 7, 11, 13, 14, 15]
[0, 1, 4, 8, 2, 3, 5, 9, 12, 6, 10, 7, 13, 11, 14, 15]
[0, 1, 4, 8, 2, 3, 5, 9, 12, 6, 10, 13, 7, 11, 14, 15]
[0, 1, 4, 8, 2, 3, 5, 9, 12, 6, 13, 7, 10, 11, 14, 15]
[0, 1, 4, 8, 2, 3, 5, 9, 12, 6, 13, 10, 7, 11, 14, 15]
[0, 1, 4, 8, 2, 3, 5, 9, 12, 13, 6, 7, 10, 11, 14, 15]
[0, 1, 4, 8, 2, 3, 5, 9, 12, 13, 6, 10, 7, 11, 14, 15]
[0, 1, 4, 8, 2, 3, 5, 12, 9, 6, 7, 10, 11, 13, 14, 15]
[0, 1, 4, 8, 2, 3, 5, 12, 9, 6, 7, 10, 13, 11, 14, 15]
[0, 1, 4, 8, 2, 3, 5, 12, 9, 6, 7, 13, 10, 11, 14, 15]
[0, 1, 4, 8, 2, 3, 5, 12, 9, 6, 10, 7, 11, 13, 14, 15]
[0, 1, 4, 8, 2, 3, 5, 12, 9, 6, 10, 7, 13, 11, 14, 15]
[0, 1, 4, 8, 2, 3, 5, 12, 9, 6, 10, 13, 7, 11, 14, 15]
[0, 1, 4, 8, 2, 3, 5, 12, 9, 6, 13, 7, 10, 11, 14, 15]
[0, 1, 4, 8, 2, 3, 5, 12, 9, 6, 13, 10, 7, 11, 14, 15]
[0, 1, 4, 8, 2, 3, 5, 12, 9, 13, 6, 7, 10, 11, 14, 15]
[0, 1, 4, 8, 2, 3, 5, 12, 9, 13, 6, 10, 7, 11, 14, 15]
[0, 1, 4, 8, 2, 3, 12, 5, 9, 6, 7, 10, 11, 13, 14, 15]
[0, 1, 4, 8, 2, 3, 12, 5, 9, 6, 7, 10, 13, 11, 14, 15]
[0, 1, 4, 8, 2, 3, 12, 5, 9, 6, 7, 13, 10, 11, 14, 15]
[0, 1, 4, 8, 2, 3, 12, 5, 9, 6, 10, 7, 11, 13, 14, 15]
[0, 1, 4, 8, 2, 3, 12, 5, 9, 6, 10, 7, 13, 11, 14, 15]
[0, 1, 4, 8, 2, 3, 12, 5, 9, 6, 10, 13, 7, 11, 14, 15]
[0, 1, 4, 8, 2, 3, 12, 5, 9, 6, 13, 7, 10, 11, 14, 15]
[0, 1, 4, 8, 2, 3, 12, 5, 9, 6, 13, 10, 7, 11, 14, 15]
[0, 1, 4, 8, 2, 3, 12, 5, 9, 13, 6, 7, 10, 11, 14, 15]
[0, 1, 4, 8, 2, 3, 12, 5, 9, 13, 6, 10, 7, 11, 14, 15]
[0, 1, 4, 8, 2, 5, 3, 9, 12, 6, 7, 10, 13, 11, 14, 15]
[0, 1, 4, 8, 2, 5, 3, 9, 12, 6, 7, 13, 10, 11, 14, 15]
[0, 1, 4, 8, 2, 5, 3, 9, 12, 6, 10, 7, 13, 11, 14, 15]
[0, 1, 4, 8, 2, 5, 3, 9, 12, 6, 10, 13, 7, 11, 14, 15]
[0, 1, 4, 8, 2, 5, 3, 9, 12, 6, 13, 7, 10, 11, 14, 15]
[0, 1, 4, 8, 2, 5, 3, 9, 12, 6, 13, 10, 7, 11, 14, 15]
[0, 1, 4, 8, 2, 5, 3, 9, 12, 13, 6, 7, 10, 11, 14, 15]
[0, 1, 4, 8, 2, 5, 3, 9, 12, 13, 6, 10, 7, 11, 14, 15]
[0, 1, 4, 8, 2, 5, 3, 12, 9, 6, 7, 10, 13, 11, 14, 15]
[0, 1, 4, 8, 2, 5, 3, 12, 9, 6, 7, 13, 10, 11, 14, 15]
[0, 1, 4, 8, 2, 5, 3, 12, 9, 6, 10, 7, 13, 11, 14, 15]
[0, 1, 4, 8, 2, 5, 3, 12, 9, 6, 10, 13, 7, 11, 14, 15]
[0, 1, 4, 8, 2, 5, 3, 12, 9, 6, 13, 7, 10, 11, 14, 15]
[0, 1, 4, 8, 2, 5, 3, 12, 9, 6, 13, 10, 7, 11, 14, 15]
[0, 1, 4, 8, 2, 5, 3, 12, 9, 13, 6, 7, 10, 11, 14, 15]
